Date,Open,High,Low,Close,Adj Close,Volume
1983-02-22,2.882813,2.929688,2.828125,2.851563,1.182316,7051200
1983-02-23,2.851563,2.875,2.820313,2.859375,1.185555,7329600
1983-02-24,2.890625,2.914063,2.859375,2.914063,1.20823,6353600
1983-02-25,2.953125,2.984375,2.921875,2.960938,1.227666,9126400
1983-02-28,2.960938,2.984375,2.9375,2.960938,1.227666,7352000
1983-03-01,3.03125,3.09375,2.96875,3.0625,1.269775,9416000
1983-03-02,3.117188,3.125,3.101563,3.125,1.295689,9608000
1983-03-03,3.132813,3.164063,3.101563,3.140625,1.302167,5193600
1983-03-04,2.976563,3.140625,2.8125,3,1.243862,12761600
1983-03-07,2.851563,2.890625,2.8125,2.890625,1.198513,31960000
1983-03-08,2.859375,2.882813,2.835938,2.867188,1.188794,12281600
1983-03-09,2.890625,2.929688,2.851563,2.921875,1.211469,12568000
1983-03-10,2.914063,2.953125,2.875,2.875,1.192035,14932800
1983-03-11,2.859375,2.875,2.835938,2.875,1.192035,11419200
1983-03-14,2.867188,2.882813,2.851563,2.867188,1.188794,6134400
1983-03-15,2.859375,2.898438,2.820313,2.835938,1.175838,7331200
1983-03-16,2.828125,2.851563,2.796875,2.804688,1.162881,9137600
1983-03-17,2.820313,2.851563,2.789063,2.828125,1.172599,5256000
1983-03-18,2.859375,2.875,2.84375,2.859375,1.185555,6267200
1983-03-21,2.859375,2.875,2.835938,2.84375,1.179077,4083200
1983-03-22,2.875,2.898438,2.867188,2.898438,1.201752,6209600
1983-03-23,2.914063,2.953125,2.914063,2.9375,1.217948,7259200
1983-03-24,2.945313,2.945313,2.882813,2.914063,1.20823,3742400
1983-03-25,2.914063,2.945313,2.914063,2.9375,1.217948,5929600
1983-03-28,2.9375,2.992188,2.929688,2.992188,1.240622,3454400
1983-03-29,2.984375,3,2.960938,2.96875,1.230904,3835200
1983-03-30,3,3.023438,2.984375,2.992188,1.240622,3526400
1983-03-31,3.007813,3.007813,2.953125,2.960938,1.227666,2590400
1983-04-04,2.90625,2.914063,2.882813,2.914063,1.20823,5128000
1983-04-05,2.914063,2.929688,2.898438,2.90625,1.204991,3844800
1983-04-06,2.898438,2.898438,2.851563,2.859375,1.185555,5385600
1983-04-07,2.875,2.890625,2.820313,2.84375,1.179077,9059200
1983-04-08,2.84375,2.859375,2.820313,2.859375,1.185555,3940800
1983-04-11,2.859375,2.875,2.820313,2.84375,1.179077,4241600
1983-04-12,2.835938,2.84375,2.796875,2.820313,1.169359,7120000
1983-04-13,2.828125,2.835938,2.8125,2.835938,1.175838,8110400
1983-04-14,2.851563,2.851563,2.835938,2.84375,1.179077,4995200
1983-04-15,2.835938,2.875,2.828125,2.875,1.192035,5886400
1983-04-18,2.875,2.984375,2.859375,2.984375,1.237383,10601600
1983-04-19,2.984375,3.039063,2.96875,2.976563,1.234144,9427200
1983-04-20,2.976563,3.039063,2.976563,3.023438,1.253579,5372800
1983-04-21,3.039063,3.046875,2.992188,3.023438,1.253579,6841600
1983-04-22,3.054688,3.0625,3.023438,3.039063,1.260058,8238400
1983-04-25,3.046875,3.078125,3.007813,3.015625,1.25034,7400000
1983-04-26,3,3.015625,2.976563,3,1.243862,4187200
1983-04-27,3.023438,3.046875,3,3.046875,1.263296,5896000
1983-04-28,3.109375,3.15625,3.0625,3.140625,1.302167,12336000
1983-04-29,3.140625,3.164063,3.109375,3.132813,1.298929,14784000
1983-05-02,3.09375,3.140625,3.039063,3.09375,1.282732,9603200
1983-05-03,3.117188,3.21875,3.109375,3.179688,1.318364,10600000
1983-05-04,3.140625,3.179688,3.101563,3.148438,1.305407,8472000
1983-05-05,3.148438,3.171875,3.125,3.148438,1.305407,3947200
1983-05-06,3.15625,3.195313,3.148438,3.148438,1.305407,5240000
1983-05-09,3.132813,3.140625,3.078125,3.101563,1.285971,4212800
1983-05-10,3.117188,3.15625,3.109375,3.15625,1.308645,5499200
1983-05-11,3.15625,3.15625,3.101563,3.125,1.295689,3832000
1983-05-12,3.125,3.125,3.039063,3.0625,1.269775,4846400
1983-05-13,3.09375,3.109375,3.0625,3.0625,1.269775,3302400
1983-05-16,3.023438,3.0625,3.015625,3.039063,1.26717,2496000
1983-05-17,3.078125,3.09375,3.0625,3.070313,1.2802,2732800
1983-05-18,3.109375,3.109375,3.039063,3.039063,1.26717,4136000
1983-05-19,3.039063,3.054688,2.976563,2.976563,1.24111,3470400
1983-05-20,2.953125,2.96875,2.9375,2.953125,1.231338,8067200
1983-05-23,2.9375,2.992188,2.921875,2.984375,1.244368,6854400
1983-05-24,3,3.070313,2.992188,3.03125,1.263913,6038400
1983-05-25,3.03125,3.046875,3,3.015625,1.257398,11718400
1983-05-26,3.015625,3.023438,2.992188,3.023438,1.260655,8099200
1983-05-27,3.015625,3.023438,2.9375,2.945313,1.22808,8750400
1983-05-31,2.914063,2.921875,2.859375,2.875,1.198763,4816000
1983-06-01,2.875,2.914063,2.875,2.882813,1.20202,5240000
1983-06-02,2.9375,2.9375,2.921875,2.9375,1.224822,6062400
1983-06-03,2.945313,2.96875,2.914063,2.960938,1.234595,4940800
1983-06-06,2.960938,2.960938,2.9375,2.945313,1.22808,3398400
1983-06-07,2.953125,2.953125,2.898438,2.921875,1.218307,2796800
1983-06-08,2.921875,2.929688,2.859375,2.875,1.198763,8028800
1983-06-09,2.859375,2.898438,2.859375,2.875,1.198763,8220800
1983-06-10,2.882813,2.882813,2.851563,2.867188,1.195505,6011200
1983-06-13,2.867188,2.875,2.835938,2.851563,1.18899,7126400
1983-06-14,2.859375,2.867188,2.835938,2.867188,1.195505,6296000
1983-06-15,2.890625,2.890625,2.859375,2.882813,1.20202,6179200
1983-06-16,2.875,2.984375,2.859375,2.976563,1.24111,35697600
1983-06-17,3,3.007813,2.945313,2.976563,1.24111,13096000
1983-06-20,2.976563,3.015625,2.945313,2.945313,1.22808,8203200
1983-06-21,2.960938,3.015625,2.9375,3.015625,1.257398,7297600
1983-06-22,3.007813,3.0625,2.953125,2.96875,1.237852,8196800
1983-06-23,2.96875,2.96875,2.9375,2.96875,1.237852,7468800
1983-06-24,2.96875,3.078125,2.96875,3.046875,1.270428,14262400
1983-06-27,3.0625,3.078125,3.03125,3.0625,1.276943,4756800
1983-06-28,3.0625,3.09375,2.992188,2.992188,1.247625,4603200
1983-06-29,3.015625,3.0625,3,3.03125,1.263913,3099200
1983-06-30,3.0625,3.078125,3.046875,3.078125,1.283458,4414400
1983-07-01,3.09375,3.09375,3.0625,3.078125,1.283458,4856000
1983-07-05,3,3.023438,2.976563,2.992188,1.247625,3446400
1983-07-06,2.984375,3.039063,2.976563,3.023438,1.260655,2934400
1983-07-07,3.03125,3.085938,3,3.054688,1.273685,5110400
1983-07-08,3.070313,3.101563,3.0625,3.078125,1.283458,5086400
1983-07-11,3.09375,3.109375,3.070313,3.078125,1.283458,4440000
1983-07-12,3.0625,3.078125,3.007813,3.007813,1.254141,4424000
1983-07-13,2.984375,2.992188,2.953125,2.96875,1.237852,5424000
1983-07-14,2.96875,2.96875,2.929688,2.945313,1.22808,6704000
1983-07-15,2.890625,2.90625,2.875,2.898438,1.208535,5990400
1983-07-18,2.898438,2.90625,2.875,2.875,1.198763,3820800
1983-07-19,2.859375,2.914063,2.851563,2.875,1.198763,8483200
1983-07-20,2.9375,2.96875,2.914063,2.96875,1.237852,6044800
1983-07-21,2.984375,2.984375,2.929688,2.960938,1.234595,7731200
1983-07-22,2.941406,2.96875,2.914063,2.9375,1.224822,4016000
1983-07-25,2.921875,2.929688,2.867188,2.875,1.198763,4763200
1983-07-26,2.859375,2.875,2.851563,2.875,1.198763,6280000
1983-07-27,2.875,2.90625,2.8125,2.835938,1.182475,9284800
1983-07-28,2.828125,2.835938,2.789063,2.796875,1.166188,9137600
1983-07-29,2.8125,2.8125,2.671875,2.75,1.146643,7227200
1983-08-01,2.742188,2.742188,2.710938,2.726563,1.13687,5851200
1983-08-02,2.75,2.757813,2.703125,2.710938,1.130355,5283200
1983-08-03,2.710938,2.71875,2.671875,2.695313,1.123841,8107200
1983-08-04,2.703125,2.703125,2.570313,2.671875,1.114068,9123200
1983-08-05,2.671875,2.671875,2.625,2.664063,1.11081,4280000
1983-08-08,2.671875,2.671875,2.585938,2.609375,1.088007,11046400
1983-08-09,2.609375,2.625,2.554688,2.625,1.094523,8705600
1983-08-10,2.625,2.679688,2.617188,2.679688,1.117325,7814400
1983-08-11,2.6875,2.710938,2.664063,2.710938,1.130355,4948800
1983-08-12,2.726563,2.742188,2.71875,2.742188,1.143386,2542400
1983-08-15,2.78125,2.789063,2.75,2.75,1.153875,5790400
1983-08-16,2.734375,2.742188,2.679688,2.695313,1.13093,6931200
1983-08-17,2.710938,2.710938,2.632813,2.6875,1.127652,3990400
1983-08-18,2.695313,2.710938,2.6875,2.695313,1.13093,3822400
1983-08-19,2.632813,2.632813,2.601563,2.625,1.101427,10641600
1983-08-22,2.632813,2.765625,2.617188,2.648438,1.111261,6353600
1983-08-23,2.648438,2.65625,2.59375,2.609375,1.094871,4948800
1983-08-24,2.59375,2.609375,2.546875,2.5625,1.075202,10820800
1983-08-25,2.554688,2.578125,2.515625,2.554688,1.071925,7574400
1983-08-26,2.554688,2.578125,2.539063,2.554688,1.071925,4833600
1983-08-29,2.554688,2.578125,2.539063,2.570313,1.07848,3953600
1983-08-30,2.578125,2.59375,2.507813,2.554688,1.071925,4777600
1983-08-31,2.554688,2.609375,2.539063,2.570313,1.07848,5704000
1983-09-01,2.585938,2.601563,2.523438,2.578125,1.081759,4873600
1983-09-02,2.578125,2.609375,2.578125,2.585938,1.085036,3558400
1983-09-06,2.625,2.648438,2.585938,2.632813,1.104705,8668800
1983-09-07,2.640625,2.6875,2.632813,2.664063,1.117817,10158400
1983-09-08,2.664063,2.664063,2.625,2.640625,1.107983,6536000
1983-09-09,2.65625,2.65625,2.625,2.632813,1.104705,4836800
1983-09-12,2.695313,2.703125,2.632813,2.632813,1.104705,5404800
1983-09-13,2.632813,2.648438,2.609375,2.632813,1.104705,2424000
1983-09-14,2.648438,2.671875,2.625,2.671875,1.121096,3264000
1983-09-15,2.65625,2.679688,2.632813,2.648438,1.111261,2732800
1983-09-16,2.625,2.71875,2.625,2.695313,1.13093,5286400
1983-09-19,2.710938,2.773438,2.703125,2.757813,1.157154,8912000
1983-09-20,2.765625,2.796875,2.757813,2.789063,1.170266,12432000
1983-09-21,2.8125,2.828125,2.742188,2.757813,1.157154,8808000
1983-09-22,2.757813,2.8125,2.75,2.804688,1.176822,6044800
1983-09-23,2.820313,2.820313,2.765625,2.789063,1.170266,3580800
1983-09-26,2.828125,2.84375,2.78125,2.8125,1.1801,5980800
1983-09-27,2.8125,2.835938,2.804688,2.835938,1.189935,4233600
1983-09-28,2.835938,2.867188,2.804688,2.8125,1.1801,3848000
1983-09-29,2.820313,2.835938,2.804688,2.8125,1.1801,3918400
1983-09-30,2.8125,2.851563,2.8125,2.820313,1.183379,3868800
1983-10-03,2.796875,2.835938,2.796875,2.8125,1.1801,6409600
1983-10-04,2.828125,2.898438,2.820313,2.898438,1.216159,10595200
1983-10-05,2.90625,2.976563,2.898438,2.9375,1.232549,8091200
1983-10-06,2.96875,2.992188,2.945313,2.992188,1.255495,9876800
1983-10-07,2.992188,3,2.953125,2.953125,1.239106,6969600
1983-10-10,2.953125,2.960938,2.921875,2.960938,1.242383,2401600
1983-10-11,2.929688,2.96875,2.929688,2.945313,1.235828,5777600
1983-10-12,2.9375,2.960938,2.921875,2.929688,1.229272,5998400
1983-10-13,2.921875,2.929688,2.84375,2.867188,1.203047,6107200
1983-10-14,2.867188,2.882813,2.84375,2.882813,1.209603,3152000
1983-10-17,2.890625,2.929688,2.867188,2.90625,1.219438,2563200
1983-10-18,2.90625,2.90625,2.835938,2.851563,1.196491,2539200
1983-10-19,2.828125,2.851563,2.8125,2.84375,1.193213,4408000
1983-10-20,2.859375,2.882813,2.851563,2.875,1.206325,2489600
1983-10-21,2.875,2.882813,2.835938,2.882813,1.209603,2931200
1983-10-24,2.867188,2.875,2.835938,2.84375,1.193213,3152000
1983-10-25,2.859375,2.859375,2.828125,2.835938,1.189935,2673600
1983-10-26,2.835938,2.84375,2.75,2.757813,1.157154,8819200
1983-10-27,2.757813,2.820313,2.75,2.796875,1.173544,5161600
1983-10-28,2.804688,2.804688,2.757813,2.773438,1.16371,2001600
1983-10-31,2.78125,2.78125,2.703125,2.742188,1.150598,6038400
1983-11-01,2.734375,2.75,2.6875,2.75,1.153875,3800000
1983-11-02,2.726563,2.773438,2.710938,2.734375,1.147321,4196800
1983-11-03,2.75,2.796875,2.703125,2.773438,1.16371,4744000
1983-11-04,2.773438,2.789063,2.765625,2.78125,1.166989,4164800
1983-11-07,2.789063,2.796875,2.765625,2.796875,1.173544,2985600
1983-11-08,2.78125,2.789063,2.765625,2.789063,1.170266,5680000
1983-11-09,2.773438,2.78125,2.726563,2.75,1.153875,3025600
1983-11-10,2.75,2.757813,2.734375,2.75,1.153875,2302400
1983-11-11,2.765625,2.773438,2.726563,2.773438,1.16371,10801600
1983-11-14,2.75,2.78125,2.734375,2.773438,1.170968,3380800
1983-11-15,2.765625,2.78125,2.75,2.765625,1.167669,2036800
1983-11-16,2.773438,2.773438,2.71875,2.75,1.161072,3944000
1983-11-17,2.742188,2.742188,2.710938,2.71875,1.147878,2200000
1983-11-18,2.6875,2.71875,2.625,2.640625,1.114893,4331200
1983-11-21,2.640625,2.679688,2.601563,2.632813,1.111595,8001600
1983-11-22,2.640625,2.671875,2.609375,2.625,1.108297,8259200
1983-11-23,2.609375,2.640625,2.609375,2.640625,1.114893,6534400
1983-11-25,2.65625,2.671875,2.625,2.648438,1.118192,3094400
1983-11-28,2.632813,2.632813,2.59375,2.617188,1.104998,4614400
1983-11-29,2.601563,2.625,2.59375,2.625,1.108297,4395200
1983-11-30,2.632813,2.671875,2.617188,2.648438,1.118192,4019200
1983-12-01,2.648438,2.648438,2.546875,2.5625,1.081908,7667200
1983-12-02,2.554688,2.625,2.515625,2.625,1.108297,10371200
1983-12-05,2.59375,2.617188,2.585938,2.609375,1.101699,6078400
1983-12-06,2.609375,2.648438,2.59375,2.59375,1.095102,7086400
1983-12-07,2.585938,2.609375,2.5625,2.578125,1.088505,9140800
1983-12-08,2.578125,2.578125,2.492188,2.515625,1.062117,13497600
1983-12-09,2.507813,2.523438,2.476563,2.515625,1.062117,8760000
1983-12-12,2.484375,2.53125,2.484375,2.507813,1.058819,5262400
1983-12-13,2.5,2.507813,2.476563,2.476563,1.045625,5598400
1983-12-14,2.46875,2.484375,2.453125,2.46875,1.042326,7321600
1983-12-15,2.460938,2.5,2.4375,2.453125,1.035729,8340800
1983-12-16,2.453125,2.476563,2.453125,2.46875,1.042326,8312000
1983-12-19,2.5,2.539063,2.492188,2.53125,1.068715,8401600
1983-12-20,2.539063,2.578125,2.53125,2.570313,1.085207,6555200
1983-12-21,2.570313,2.585938,2.546875,2.5625,1.081908,6224000
1983-12-22,2.5625,2.585938,2.53125,2.546875,1.075312,4025600
1983-12-23,2.539063,2.546875,2.515625,2.53125,1.068715,3827200
1983-12-27,2.539063,2.570313,2.539063,2.554688,1.07861,3032000
1983-12-28,2.53125,2.539063,2.492188,2.507813,1.058819,5872000
1983-12-29,2.515625,2.546875,2.507813,2.546875,1.075312,4902400
1983-12-30,2.554688,2.578125,2.539063,2.554688,1.07861,4854400
1984-01-03,2.53125,2.5625,2.515625,2.554688,1.07861,4883200
1984-01-04,2.554688,2.632813,2.539063,2.625,1.108297,8020800
1984-01-05,2.632813,2.679688,2.625,2.648438,1.118192,9212800
1984-01-06,2.640625,2.648438,2.609375,2.625,1.108297,7356800
1984-01-09,2.609375,2.625,2.585938,2.601563,1.098401,2587200
1984-01-10,2.585938,2.609375,2.523438,2.53125,1.068715,9996800
1984-01-11,2.507813,2.539063,2.492188,2.523438,1.065416,15025600
1984-01-12,2.539063,2.539063,2.507813,2.515625,1.062117,7792000
1984-01-13,2.53125,2.53125,2.484375,2.507813,1.058819,6732800
1984-01-16,2.5,2.507813,2.476563,2.484375,1.048923,5547200
1984-01-17,2.476563,2.5625,2.476563,2.554688,1.07861,6560000
1984-01-18,2.554688,2.5625,2.53125,2.554688,1.07861,7564800
1984-01-19,2.554688,2.578125,2.53125,2.554688,1.07861,5507200
1984-01-20,2.539063,2.585938,2.523438,2.585938,1.091803,9870400
1984-01-23,2.578125,2.578125,2.53125,2.539063,1.072012,5467200
1984-01-24,2.507813,2.53125,2.484375,2.492188,1.052222,8852800
1984-01-25,2.507813,2.515625,2.460938,2.46875,1.042326,8931200
1984-01-26,2.484375,2.484375,2.4375,2.4375,1.029133,6065600
1984-01-27,2.4375,2.4375,2.359375,2.390625,1.009341,14574400
1984-01-30,2.390625,2.398438,2.328125,2.367188,0.999446,8604800
1984-01-31,2.359375,2.414063,2.359375,2.398438,1.01264,8596800
1984-02-01,2.398438,2.414063,2.390625,2.40625,1.015938,7272000
1984-02-02,2.40625,2.46875,2.40625,2.460938,1.039028,6456000
1984-02-03,2.46875,2.5,2.4375,2.453125,1.035729,10905600
1984-02-06,2.414063,2.460938,2.398438,2.4375,1.029133,6289600
1984-02-07,2.398438,2.421875,2.375,2.398438,1.01264,9798400
1984-02-08,2.414063,2.414063,2.359375,2.359375,0.996147,5902400
1984-02-09,2.351563,2.390625,2.328125,2.34375,0.98955,13297600
1984-02-10,2.359375,2.359375,2.3125,2.320313,0.979655,7808000
1984-02-13,2.320313,2.320313,2.289063,2.304688,0.973058,3276800
1984-02-14,2.320313,2.351563,2.296875,2.328125,0.982953,5896000
1984-02-15,2.328125,2.359375,2.289063,2.3125,0.976356,5228800
1984-02-16,2.28125,2.296875,2.25,2.265625,0.956565,8820800
1984-02-17,2.234375,2.25,2.171875,2.195313,0.933965,6952000
1984-02-21,2.1875,2.203125,2.132813,2.148438,0.914022,7809600
1984-02-22,2.148438,2.203125,2.148438,2.1875,0.930641,8635200
1984-02-23,2.179688,2.203125,2.15625,2.203125,0.937288,6352000
1984-02-24,2.25,2.265625,2.21875,2.265625,0.963879,7339200
1984-02-27,2.265625,2.28125,2.25,2.28125,0.970526,5161600
1984-02-28,2.242188,2.25,2.203125,2.203125,0.937288,5742400
1984-02-29,2.210938,2.265625,2.203125,2.242188,0.953907,4520000
1984-03-01,2.242188,2.25,2.210938,2.242188,0.953907,3272000
1984-03-02,2.234375,2.273438,2.164063,2.171875,0.923994,5326400
1984-03-05,2.179688,2.210938,2.171875,2.203125,0.937288,3643200
1984-03-06,2.195313,2.242188,2.195313,2.21875,0.943936,3923200
1984-03-07,2.203125,2.210938,2.1875,2.210938,0.940612,2872000
1984-03-08,2.1875,2.210938,2.1875,2.195313,0.933965,3371200
1984-03-09,2.1875,2.1875,2.148438,2.15625,0.917347,3723200
1984-03-12,2.15625,2.1875,2.15625,2.171875,0.923994,4976000
1984-03-13,2.179688,2.179688,2.140625,2.140625,0.910699,7128000
1984-03-14,2.140625,2.171875,2.140625,2.148438,0.914022,6208000
1984-03-15,2.164063,2.203125,2.15625,2.1875,0.930641,6012800
1984-03-16,2.226563,2.226563,2.179688,2.1875,0.930641,6390400
1984-03-19,2.171875,2.171875,2.148438,2.164063,0.920671,3001600
1984-03-20,2.148438,2.179688,2.148438,2.164063,0.920671,7532800
1984-03-21,2.15625,2.179688,2.140625,2.140625,0.910699,6699200
1984-03-22,2.132813,2.148438,2.101563,2.109375,0.897404,7248000
1984-03-23,2.09375,2.117188,2.085938,2.101563,0.89408,4033600
1984-03-26,2.117188,2.132813,2.09375,2.09375,0.890756,4113600
1984-03-27,2.101563,2.164063,2.101563,2.15625,0.917347,5593600
1984-03-28,2.15625,2.1875,2.15625,2.1875,0.930641,9798400
1984-03-29,2.195313,2.195313,2.164063,2.171875,0.923994,5076800
1984-03-30,2.15625,2.1875,2.148438,2.1875,0.930641,3368000
1984-04-02,2.195313,2.21875,2.1875,2.203125,0.937288,5547200
1984-04-03,2.21875,2.234375,2.203125,2.234375,0.950584,4876800
1984-04-04,2.234375,2.242188,2.21875,2.226563,0.94726,5019200
1984-04-05,2.210938,2.25,2.203125,2.210938,0.940612,7006400
1984-04-06,2.210938,2.242188,2.210938,2.226563,0.94726,3139200
1984-04-09,2.21875,2.226563,2.179688,2.210938,0.940612,3340800
1984-04-10,2.210938,2.273438,2.210938,2.25,0.957231,5404800
1984-04-11,2.265625,2.265625,2.234375,2.242188,0.953907,2395200
1984-04-12,2.25,2.304688,2.226563,2.296875,0.977173,3281600
1984-04-13,2.3125,2.351563,2.304688,2.320313,0.987144,6352000
1984-04-16,2.320313,2.414063,2.3125,2.382813,1.013734,7867200
1984-04-17,2.398438,2.40625,2.382813,2.398438,1.020382,7064000
1984-04-18,2.390625,2.390625,2.335938,2.335938,0.993792,3270400
1984-04-19,2.320313,2.328125,2.296875,2.320313,0.987144,4817600
1984-04-23,2.289063,2.296875,2.234375,2.234375,0.950584,5334400
1984-04-24,2.242188,2.273438,2.226563,2.25,0.957231,3102400
1984-04-25,2.25,2.289063,2.234375,2.28125,0.970526,3592000
1984-04-26,2.289063,2.359375,2.28125,2.320313,0.987144,7222400
1984-04-27,2.335938,2.335938,2.289063,2.3125,0.98382,3996800
1984-04-30,2.304688,2.335938,2.304688,2.335938,0.993792,3897600
1984-05-01,2.335938,2.375,2.3125,2.328125,0.990468,8396800
1984-05-02,2.320313,2.335938,2.296875,2.328125,0.990468,12587200
1984-05-03,2.34375,2.359375,2.335938,2.351563,1.00044,5084800
1984-05-04,2.34375,2.34375,2.289063,2.289063,0.97385,5523200
1984-05-07,2.304688,2.335938,2.296875,2.296875,0.977173,4443200
1984-05-08,2.296875,2.335938,2.289063,2.320313,0.987144,7038400
1984-05-09,2.34375,2.367188,2.3125,2.320313,0.987144,7099200
1984-05-10,2.3125,2.34375,2.296875,2.296875,0.977173,9014400
1984-05-11,2.273438,2.273438,2.226563,2.242188,0.953907,6608000
1984-05-14,2.226563,2.226563,2.195313,2.21875,0.943936,5659200
1984-05-15,2.210938,2.25,2.210938,2.234375,0.950584,7534400
1984-05-16,2.226563,2.234375,2.210938,2.210938,0.940612,5795200
1984-05-17,2.203125,2.210938,2.148438,2.171875,0.923994,5939200
1984-05-18,2.15625,2.171875,2.125,2.148438,0.914022,9257600
1984-05-21,2.148438,2.171875,2.085938,2.09375,0.898599,5708800
1984-05-22,2.078125,2.078125,2.007813,2.03125,0.871776,9547200
1984-05-23,2.054688,2.070313,2.039063,2.039063,0.875128,4240000
1984-05-24,2.054688,2.054688,1.96875,2.015625,0.865069,9467200
1984-05-25,2.03125,2.054688,2.015625,2.03125,0.871776,3625600
1984-05-29,2,2.007813,1.921875,1.929688,0.828187,7740800
1984-05-30,1.929688,1.96875,1.882813,1.96875,0.844951,9884800
1984-05-31,1.9375,1.953125,1.914063,1.914063,0.821481,4220800
1984-06-01,1.914063,1.953125,1.914063,1.9375,0.831539,8204800
1984-06-04,1.9375,1.960938,1.929688,1.9375,0.831539,7870400
1984-06-05,1.929688,2.023438,1.921875,2.007813,0.861716,5891200
1984-06-06,2.007813,2.039063,2.007813,2.039063,0.875128,8174400
1984-06-07,2.03125,2.03125,2.007813,2.007813,0.861716,4030400
1984-06-08,2,2.046875,2,2.046875,0.878481,6444800
1984-06-11,2.046875,2.046875,2.007813,2.015625,0.865069,4910400
1984-06-12,2.007813,2.023438,1.992188,2.015625,0.865069,7008000
1984-06-13,2.015625,2.03125,1.96875,1.96875,0.844951,16465600
1984-06-14,1.96875,2.007813,1.945313,1.984375,0.851657,5446400
1984-06-15,1.984375,2.007813,1.960938,1.984375,0.851657,4272000
1984-06-18,1.984375,2.039063,1.984375,2.03125,0.871776,6980800
1984-06-19,2.03125,2.03125,2.007813,2.023438,0.868422,7380800
1984-06-20,2,2.0625,1.984375,2.0625,0.885188,7300800
1984-06-21,2.0625,2.070313,2.03125,2.039063,0.875128,6977600
1984-06-22,2.03125,2.054688,1.96875,1.96875,0.844951,12371200
1984-06-25,1.945313,1.945313,1.84375,1.84375,0.791304,17808000
1984-06-26,1.84375,1.882813,1.835938,1.867188,0.801363,16480000
1984-06-27,1.875,1.890625,1.867188,1.875,0.804715,6875200
1984-06-28,1.867188,1.882813,1.859375,1.875,0.804715,7561600
1984-06-29,1.875,1.882813,1.867188,1.875,0.804715,6264000
1984-07-02,1.875,1.914063,1.875,1.90625,0.818127,3931200
1984-07-03,1.914063,1.929688,1.90625,1.921875,0.824834,3419200
1984-07-05,1.914063,1.921875,1.882813,1.882813,0.808068,3612800
1984-07-06,1.882813,1.882813,1.84375,1.851563,0.794657,8262400
1984-07-09,1.859375,1.875,1.851563,1.875,0.804715,6932800
1984-07-10,1.875,1.875,1.828125,1.84375,0.791304,20912000
1984-07-11,1.835938,1.851563,1.820313,1.820313,0.781244,7956800
1984-07-12,1.820313,1.835938,1.796875,1.8125,0.777892,8601600
1984-07-13,1.820313,1.828125,1.804688,1.8125,0.777892,4995200
1984-07-16,1.820313,1.84375,1.804688,1.84375,0.791304,5408000
1984-07-17,1.835938,1.851563,1.835938,1.851563,0.794657,4544000
1984-07-18,1.835938,1.851563,1.820313,1.820313,0.781244,4635200
1984-07-19,1.8125,1.820313,1.765625,1.765625,0.757774,8153600
1984-07-20,1.789063,1.851563,1.75,1.789063,0.767833,4883200
1984-07-23,1.765625,1.8125,1.757813,1.804688,0.774539,3280000
1984-07-24,1.8125,1.820313,1.765625,1.765625,0.757774,4648000
